Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,vlaue
DECK,Deckers Outdoor Corp,405.38,-1.63,-0.40%,410.91,403.77,440100,2/17/23,178407738
EFV,EAFE Value Ishares MSCI ETF,49.4,0.09,0.18%,49.44,48.9922,3606000,2/17/23,178136400
CSGP,Costar Group Inc,77.56,-0.62,-0.79%,78.3,77.08,2286500,2/17/23,177340940
A,Agilent Technologies,148.26,-0.02,-0.01%,148.9418,146.49,1194800,2/17/23,177141048
CFG,Citizens Financial Group Inc/Ri,43.18,0.37,0.86%,43.4667,42.81,4095100,2/17/23,176826418
GEHC,Ge Healthcare Technologies Inc,73.17,2.26,3.19%,73.48,70.89,2408600,2/17/23,176237262
FND,Floor & Decor Holdings Inc,94.5,-3.22,-3.30%,96.715,92.87,1861200,2/17/23,175883400
RRC,Range Resources Corp,23.4,-1.94,-7.66%,24.77,23.115,7512900,2/17/23,175801860
KOLD,Ultrashort Bloomberg Natural Gas -2X ETF,71.43,7.37,11.50%,73.2,68.65,2453600,2/17/23,175260648
INDA,India MSCI Ishares ETF,40.32,-0.14,-0.35%,40.45,40.25,4337700,2/17/23,174896064
STE,Steris Corp,189.66,-2.02,-1.05%,190.62,188.24,920900,2/17/23,174657894
MOH,Molina Healthcare Inc,296.07,3.1,1.06%,297.41,291.87,589500,2/17/23,174533265
HPQ,Hp Inc,30.16,-0.11,-0.36%,30.24,29.7447,5758200,2/17/23,173667312
ET,Energy Transfer LP,12.87,-0.18,-1.38%,12.975,12.7,13445200,2/17/23,173039724
FSLY,Fastly Inc,15.9,-0.16,-1.00%,16.2601,15.36,10880400,2/17/23,172998360
VT,Total World Stock Index ETF Vanguard,92.28,-0.21,-0.23%,92.31,91.59,1873100,2/17/23,172849668
COUP,Coupa Software Inc,80,0,0.00%,80.13,79.93,2158900,2/17/23,172712000
LCID,Lucid Group Inc,10.93,0.3,2.82%,10.95,10.35,15798400,2/17/23,172676512
BKLN,Senior Loan Invesco ETF,21.08,-0.04,-0.19%,21.11,21.05,8190400,2/17/23,172653632
AKAM,Akamai Technologies,77.3,0.23,0.30%,77.42,75.61,2232900,2/17/23,172603170
PHM,Pultegroup,54.3,-1.61,-2.88%,55.46,53.55,3175300,2/17/23,172418790
AMN,Amn Healthcare Services Inc,92.5,-4.99,-5.12%,96.39,92.08,1863600,2/17/23,172383000
BN,Brookfield Corp,35.82,-0.19,-0.53%,36.13,35.5,4812400,2/17/23,172380168
PEG,Public Service Enterprise Group Inc,62.23,0.46,0.74%,62.54,61.21,2762000,2/17/23,171879260
VTWO,Russell 2000 Vanguard,77.9,0.14,0.18%,78.05,77.1,2194100,2/17/23,170920390
APTV,Aptiv Plc,119.64,-1.09,-0.90%,119.83,118,1428100,2/17/23,170857884
CLF,Cleveland-Cliffs Inc,19.82,-0.77,-3.74%,20.47,19.6399,8609000,2/17/23,170630380
MPW,Medical Properties Trust,12.96,0.14,1.09%,13.025,12.705,13160500,2/17/23,170560080
ROST,Ross Stores Inc,115.69,0.37,0.32%,116.17,114.67,1473000,2/17/23,170411370
VGIT,Interm Govt Bond Vanguard,58.63,0.13,0.22%,58.65,58.42,2906100,2/17/23,170384643
ECL,Ecolab Inc,162.41,0.42,0.26%,162.75,160.54,1045600,2/17/23,169815896
GPN,Global Payments Inc,116.31,-1.04,-0.89%,116.99,114.76,1453800,2/17/23,169091478
